County,Date,New cases,Total cases
Iredell,2020-08-10,32,1867
Iredell,2020-08-11,15,1882
Iredell,2020-08-12,27,1909
Iredell,2020-08-13,27,1936
Iredell,2020-08-14,35,1971
Iredell,2020-08-15,28,1999
Iredell,2020-08-16,5,2004
Iredell,2020-08-17,15,2019
Iredell,2020-08-18,19,2038
Iredell,2020-08-19,29,2067
Iredell,2020-08-20,33,2100
Iredell,2020-08-21,24,2124
Iredell,2020-08-22,22,2146
Iredell,2020-08-23,20,2166
Iredell,2020-08-24,22,2188
Iredell,2020-08-25,12,2200
Iredell,2020-08-26,42,2242
Iredell,2020-08-27,28,2270
Iredell,2020-08-28,24,2294
Iredell,2020-08-29,26,2320
Iredell,2020-08-30,16,2336
Iredell,2020-08-31,13,2349
Iredell,2020-09-01,19,2368
Iredell,2020-09-02,21,2389
Iredell,2020-09-03,16,2405
Iredell,2020-09-04,11,2416
Iredell,2020-09-05,14,2430
Iredell,2020-09-06,21,2451
Iredell,2020-09-07,10,2461
Iredell,2020-09-08,11,2472
Iredell,2020-09-09,8,2480
Iredell,2020-09-10,15,2495
Iredell,2020-09-11,13,2508
Iredell,2020-09-12,12,2520
Iredell,2020-09-13,4,2524
Iredell,2020-09-14,27,2551
Iredell,2020-09-15,10,2561
Iredell,2020-09-16,23,2584
Iredell,2020-09-17,21,2605
Iredell,2020-09-18,14,2619
Iredell,2020-09-19,19,2638
Iredell,2020-09-20,9,2647
Iredell,2020-09-21,18,2665
Iredell,2020-09-22,13,2678
Iredell,2020-09-23,16,2694
Iredell,2020-09-24,14,2708
Iredell,2020-09-25,21,2729
Iredell,2020-09-26,12,2741
Iredell,2020-09-27,5,2746
Iredell,2020-09-28,17,2763
Iredell,2020-09-29,7,2770
Iredell,2020-09-30,27,2797
Iredell,2020-10-01,19,2816
Iredell,2020-10-02,20,2836
Iredell,2020-10-03,18,2854
Iredell,2020-10-04,6,2860
Iredell,2020-10-05,11,2871
Iredell,2020-10-06,18,2889
Iredell,2020-10-07,28,2917
Iredell,2020-10-08,25,2942
Iredell,2020-10-09,13,2955
Iredell,2020-10-10,14,2969
Iredell,2020-10-11,17,2986
Iredell,2020-10-12,20,3006
Iredell,2020-10-13,16,3022
Iredell,2020-10-14,31,3053
Iredell,2020-10-15,27,3080
Iredell,2020-10-16,25,3105
Iredell,2020-10-17,27,3132
Iredell,2020-10-18,19,3151
Iredell,2020-10-19,24,3175
Iredell,2020-10-20,11,3186
Iredell,2020-10-21,36,3222
Iredell,2020-10-22,31,3253
Iredell,2020-10-23,31,3284
Iredell,2020-10-24,18,3302
Iredell,2020-10-25,20,3322
Iredell,2020-10-26,18,3340
Iredell,2020-10-27,34,3374
Iredell,2020-10-28,29,3403
Iredell,2020-10-29,19,3422
Iredell,2020-10-30,30,3452
Iredell,2020-10-31,18,3470
Iredell,2020-11-01,33,3503
Iredell,2020-11-02,29,3532
Iredell,2020-11-03,41,3573
Iredell,2020-11-04,32,3605
Iredell,2020-11-05,39,3644
Iredell,2020-11-06,44,3688
Iredell,2020-11-07,27,3715
Iredell,2020-11-08,30,3745
Iredell,2020-11-09,32,3777
Iredell,2020-11-10,36,3813
Iredell,2020-11-11,41,3854
Iredell,2020-11-12,68,3922
Iredell,2020-11-13,32,3954
Iredell,2020-11-14,22,3976
Iredell,2020-11-15,36,4012
Iredell,2020-11-16,57,4069
Iredell,2020-11-17,46,4115
Iredell,2020-11-18,67,4182
Iredell,2020-11-19,78,4260
Iredell,2020-11-20,62,4322
Iredell,2020-11-21,66,4388
Iredell,2020-11-22,44,4432
Iredell,2020-11-23,54,4486
Iredell,2020-11-24,49,4535
Iredell,2020-11-25,73,4608
Iredell,2020-11-26,52,4660
Iredell,2020-11-27,80,4740
Iredell,2020-11-28,52,4792
Iredell,2020-11-29,40,4832
Iredell,2020-11-30,64,4896
Iredell,2020-12-01,54,4950
Iredell,2020-12-02,114,5064
Iredell,2020-12-03,130,5194
Iredell,2020-12-04,125,5319
Iredell,2020-12-05,134,5453
Iredell,2020-12-06,103,5556
Iredell,2020-12-07,86,5642
Iredell,2020-12-08,118,5760
Iredell,2020-12-09,144,5904
Iredell,2020-12-10,106,6010
Iredell,2020-12-11,129,6139
Iredell,2020-12-12,92,6231
Iredell,2020-12-13,79,6310
Iredell,2020-12-14,96,6406
Iredell,2020-12-15,32,6438
Jackson,2020-04-12,1,1
Jackson,2020-04-13,1,2
Jackson,2020-04-16,1,3
Jackson,2020-04-24,1,4
Jackson,2020-04-25,1,5
Jackson,2020-04-26,2,7
Jackson,2020-04-27,6,13
Jackson,2020-04-29,3,16
Jackson,2020-04-30,2,18
Jackson,2020-05-01,1,19
Jackson,2020-05-02,1,20
Jackson,2020-05-07,1,21
Jackson,2020-05-09,1,22
Jackson,2020-05-15,2,24
Jackson,2020-05-18,1,25
Jackson,2020-05-21,1,26
Jackson,2020-05-26,1,27
Jackson,2020-05-28,4,31
Jackson,2020-05-29,2,33
Jackson,2020-05-31,2,35
Jackson,2020-06-02,2,37
Jackson,2020-06-04,1,38
Jackson,2020-06-05,2,40
Jackson,2020-06-06,6,46
Jackson,2020-06-07,2,48
Jackson,2020-06-08,6,54
Jackson,2020-06-10,1,55
Jackson,2020-06-11,3,58
Jackson,2020-06-14,1,59
Jackson,2020-06-15,2,61
Jackson,2020-06-16,1,62
Jackson,2020-06-17,4,66
Jackson,2020-06-19,2,68
Jackson,2020-06-20,5,73
Jackson,2020-06-21,1,74
Jackson,2020-06-22,5,79
Jackson,2020-06-23,1,80
Jackson,2020-06-24,7,87
Jackson,2020-06-25,5,92
Jackson,2020-06-26,3,95
Jackson,2020-06-27,9,104
Jackson,2020-06-28,8,112
Jackson,2020-06-29,4,116
Jackson,2020-06-30,11,127
Jackson,2020-07-01,6,133
Jackson,2020-07-02,1,134
Jackson,2020-07-03,2,136
Jackson,2020-07-04,11,147
Jackson,2020-07-05,4,151
Jackson,2020-07-06,22,173
Jackson,2020-07-07,6,179
Jackson,2020-07-08,4,183
Jackson,2020-07-09,3,186
Jackson,2020-07-10,11,197
Jackson,2020-07-11,8,205
Jackson,2020-07-12,8,213
Jackson,2020-07-13,12,225
Jackson,2020-07-14,4,229
Jackson,2020-07-15,18,247
Jackson,2020-07-16,9,256
Jackson,2020-07-17,19,275
Jackson,2020-07-18,4,279
Jackson,2020-07-19,10,289
Jackson,2020-07-20,13,302
Jackson,2020-07-21,8,310
Jackson,2020-07-22,9,319
Jackson,2020-07-23,12,331
Jackson,2020-07-24,24,355
Jackson,2020-07-25,4,359
Jackson,2020-07-26,8,367
Jackson,2020-07-27,11,378
Jackson,2020-07-28,4,382
Jackson,2020-07-29,7,389
Jackson,2020-07-30,7,396
Jackson,2020-07-31,3,399
Jackson,2020-08-02,2,401
Jackson,2020-08-03,19,420
Jackson,2020-08-04,6,426
Jackson,2020-08-05,4,430
Jackson,2020-08-06,8,438
Jackson,2020-08-07,6,444
Jackson,2020-08-08,2,446
Jackson,2020-08-10,6,452
Jackson,2020-08-11,5,457
Jackson,2020-08-12,1,458
Jackson,2020-08-15,1,459
Jackson,2020-08-17,1,460
Jackson,2020-08-18,3,463
Jackson,2020-08-19,1,464
Jackson,2020-08-20,6,470
Jackson,2020-08-21,3,473
Jackson,2020-08-23,2,475
Jackson,2020-08-24,3,478
Jackson,2020-08-25,1,479
Jackson,2020-08-26,4,483
Jackson,2020-08-27,6,489
Jackson,2020-08-28,2,491
Jackson,2020-08-29,1,492
Jackson,2020-08-30,2,494
Jackson,2020-08-31,1,495
Jackson,2020-09-01,2,497
Jackson,2020-09-02,7,504
Jackson,2020-09-03,3,507
Jackson,2020-09-04,2,509
Jackson,2020-09-05,4,513
Jackson,2020-09-08,2,515
Jackson,2020-09-09,2,517
Jackson,2020-09-10,1,518
Jackson,2020-09-11,3,521
Jackson,2020-09-12,1,522
Jackson,2020-09-13,1,523
Jackson,2020-09-14,0,523
Jackson,2020-09-15,1,524
Jackson,2020-09-16,1,525
Jackson,2020-09-18,4,529
Jackson,2020-09-19,1,530
Jackson,2020-09-20,1,531
Jackson,2020-09-21,4,535
Jackson,2020-09-22,2,537
Jackson,2020-09-23,0,537
Jackson,2020-09-24,9,546
Jackson,2020-09-25,8,554
Jackson,2020-09-26,2,556
Jackson,2020-09-27,1,557
Jackson,2020-09-28,2,559
Jackson,2020-09-29,0,559
Jackson,2020-09-30,8,567
Jackson,2020-10-01,2,569
Jackson,2020-10-02,4,573
Jackson,2020-10-03,10,583
Jackson,2020-10-04,15,598
Jackson,2020-10-05,4,602
Jackson,2020-10-06,0,602
Jackson,2020-10-07,9,611
Jackson,2020-10-08,3,614
Jackson,2020-10-09,9,623
Jackson,2020-10-10,6,629
Jackson,2020-10-11,4,633
Jackson,2020-10-12,6,639
Jackson,2020-10-13,5,644
Jackson,2020-10-14,3,647
Jackson,2020-10-15,13,660
Jackson,2020-10-16,19,679
Jackson,2020-10-17,9,688
Jackson,2020-10-18,10,698
Jackson,2020-10-19,6,704
Jackson,2020-10-20,9,713
Jackson,2020-10-21,8,721
Jackson,2020-10-22,21,742
Jackson,2020-10-23,7,749
Jackson,2020-10-24,8,757
Jackson,2020-10-25,7,764
Jackson,2020-10-26,6,770
Jackson,2020-10-27,7,777
Jackson,2020-10-28,10,787
Jackson,2020-10-29,16,803
Jackson,2020-10-30,7,810
Jackson,2020-10-31,4,814
Jackson,2020-11-01,5,819
Jackson,2020-11-02,14,833
Jackson,2020-11-03,3,836
Jackson,2020-11-04,13,849
Jackson,2020-11-05,6,855
Jackson,2020-11-06,6,861
Jackson,2020-11-07,9,870
Jackson,2020-11-08,8,878
Jackson,2020-11-09,11,889
Jackson,2020-11-10,3,892
Jackson,2020-11-11,11,903
Jackson,2020-11-12,9,912
Jackson,2020-11-13,4,916
Jackson,2020-11-14,8,924
Jackson,2020-11-15,4,928
Jackson,2020-11-16,3,931
Jackson,2020-11-17,1,932
Jackson,2020-11-18,6,938
Jackson,2020-11-19,5,943
Jackson,2020-11-20,7,950
Jackson,2020-11-21,2,952
Jackson,2020-11-22,2,954
Jackson,2020-11-23,4,958
Jackson,2020-11-24,15,973
Jackson,2020-11-25,5,978
Jackson,2020-11-26,4,982
Jackson,2020-11-27,7,989
Jackson,2020-11-28,10,999
Jackson,2020-11-29,3,1002
Jackson,2020-11-30,5,1007
Jackson,2020-12-01,11,1018
Jackson,2020-12-02,5,1023
Jackson,2020-12-03,18,1041
Jackson,2020-12-04,52,1093
Jackson,2020-12-05,29,1122
Jackson,2020-12-06,14,1136
Jackson,2020-12-07,15,1151
Jackson,2020-12-08,7,1158
Jackson,2020-12-09,13,1171
Jackson,2020-12-10,14,1185
Jackson,2020-12-11,26,1211
Jackson,2020-12-12,7,1218
Jackson,2020-12-13,31,1249
Jackson,2020-12-14,11,1260
Jackson,2020-12-15,5,1265
Johnston,2020-03-12,1,1
Johnston,2020-03-14,1,2
Johnston,2020-03-20,1,3
Johnston,2020-03-22,1,4
Johnston,2020-03-23,2,6
Johnston,2020-03-24,3,9
Johnston,2020-03-28,1,10
Johnston,2020-03-29,1,11
Johnston,2020-03-30,2,13
Johnston,2020-03-31,5,18
Johnston,2020-04-01,5,23
Johnston,2020-04-02,3,26
Johnston,2020-04-03,1,27
Johnston,2020-04-04,5,32
Johnston,2020-04-05,7,39
Johnston,2020-04-06,5,44
Johnston,2020-04-07,9,53
Johnston,2020-04-08,5,58
Johnston,2020-04-09,20,78
Johnston,2020-04-10,11,89
Johnston,2020-04-11,7,96
Johnston,2020-04-12,3,99
Johnston,2020-04-13,2,101
Johnston,2020-04-14,3,104
Johnston,2020-04-15,1,105
Johnston,2020-04-16,8,113
Johnston,2020-04-17,3,116
Johnston,2020-04-18,1,117
Johnston,2020-04-20,2,119
Johnston,2020-04-21,1,120
Johnston,2020-04-22,1,121
Johnston,2020-04-23,5,126
Johnston,2020-04-24,2,128
Johnston,2020-04-25,6,134
Johnston,2020-04-26,3,137
Johnston,2020-04-27,5,142
Johnston,2020-04-28,6,148
Johnston,2020-04-29,5,153
Johnston,2020-04-30,12,165
Johnston,2020-05-01,1,166
Johnston,2020-05-02,3,169
Johnston,2020-05-03,7,176
Johnston,2020-05-04,6,182
Johnston,2020-05-05,4,186
Johnston,2020-05-06,2,188
Johnston,2020-05-07,6,194
Johnston,2020-05-08,6,200
Johnston,2020-05-09,5,205
Johnston,2020-05-10,3,208
Johnston,2020-05-11,7,215
Johnston,2020-05-12,4,219
Johnston,2020-05-13,6,225
Johnston,2020-05-14,3,228
Johnston,2020-05-15,11,239
Johnston,2020-05-16,9,248
Johnston,2020-05-17,6,254
Johnston,2020-05-18,7,261
Johnston,2020-05-19,8,269
Johnston,2020-05-20,14,283
Johnston,2020-05-21,11,294
Johnston,2020-05-22,18,312
Johnston,2020-05-23,17,329
Johnston,2020-05-24,14,343
Johnston,2020-05-25,10,353
Johnston,2020-05-26,9,362
Johnston,2020-05-27,13,375
Johnston,2020-05-28,37,412
Johnston,2020-05-29,20,432
Johnston,2020-05-30,16,448
Johnston,2020-05-31,11,459
Johnston,2020-06-01,14,473
Johnston,2020-06-02,30,503
Johnston,2020-06-03,17,520
Johnston,2020-06-04,32,552
Johnston,2020-06-05,44,596
Johnston,2020-06-06,21,617
Johnston,2020-06-07,26,643
Johnston,2020-06-08,13,656
Johnston,2020-06-09,24,680
Johnston,2020-06-10,26,706
Johnston,2020-06-11,66,772
Johnston,2020-06-12,49,821
Johnston,2020-06-13,38,859
Johnston,2020-06-14,43,902
Johnston,2020-06-15,20,922
Johnston,2020-06-16,31,953
Johnston,2020-06-17,40,993
Johnston,2020-06-18,28,1021
Johnston,2020-06-19,67,1088
Johnston,2020-06-20,43,1131
Johnston,2020-06-21,47,1178
Johnston,2020-06-22,40,1218
Johnston,2020-06-23,23,1241
Johnston,2020-06-24,39,1280
Johnston,2020-06-25,47,1327
Johnston,2020-06-26,61,1388
Johnston,2020-06-27,43,1431
Johnston,2020-06-28,46,1477
Johnston,2020-06-29,41,1518
Johnston,2020-06-30,52,1570
Johnston,2020-07-01,46,1616
Johnston,2020-07-02,68,1684
Johnston,2020-07-03,38,1722
Johnston,2020-07-04,37,1759
Johnston,2020-07-05,28,1787
Johnston,2020-07-06,35,1822
Johnston,2020-07-07,37,1859
Johnston,2020-07-08,52,1911
Johnston,2020-07-09,37,1948
Johnston,2020-07-10,55,2003
Johnston,2020-07-11,57,2060
Johnston,2020-07-12,57,2117
Johnston,2020-07-13,42,2159
Johnston,2020-07-14,74,2233
Johnston,2020-07-15,36,2269
Johnston,2020-07-16,44,2313
Johnston,2020-07-17,42,2355
Johnston,2020-07-18,40,2395
Johnston,2020-07-19,17,2412
Johnston,2020-07-20,34,2446
Johnston,2020-07-21,60,2506
Johnston,2020-07-22,45,2551
Johnston,2020-07-23,33,2584
Johnston,2020-07-24,41,2625
Johnston,2020-07-25,26,2651
Johnston,2020-07-26,39,2690
Johnston,2020-07-27,133,2823
Johnston,2020-07-28,53,2876
Johnston,2020-07-29,53,2929
Johnston,2020-07-30,48,2977
Johnston,2020-07-31,52,3029
Johnston,2020-08-01,42,3071
Johnston,2020-08-02,37,3108
Johnston,2020-08-03,24,3132
Johnston,2020-08-04,20,3152
Johnston,2020-08-05,40,3192
Johnston,2020-08-06,29,3221
Johnston,2020-08-07,63,3284
Johnston,2020-08-08,26,3310
Johnston,2020-08-09,22,3332
Johnston,2020-08-10,14,3346
Johnston,2020-08-11,30,3376
Johnston,2020-08-12,22,3398
Johnston,2020-08-13,28,3426
Johnston,2020-08-14,18,3444
Johnston,2020-08-15,15,3459
Johnston,2020-08-16,10,3469
Johnston,2020-08-17,13,3482
Johnston,2020-08-18,23,3505
Johnston,2020-08-19,35,3540
Johnston,2020-08-20,26,3566
Johnston,2020-08-21,24,3590
Johnston,2020-08-22,35,3625
Johnston,2020-08-23,22,3647
Johnston,2020-08-24,29,3676
Johnston,2020-08-25,25,3701
Johnston,2020-08-26,46,3747
Johnston,2020-08-27,31,3778
Johnston,2020-08-28,24,3802
Johnston,2020-08-29,21,3823
Johnston,2020-08-30,14,3837
Johnston,2020-08-31,44,3881
Johnston,2020-09-01,25,3906
Johnston,2020-09-02,22,3928
Johnston,2020-09-03,39,3967
Johnston,2020-09-04,17,3984
Johnston,2020-09-05,32,4016
Johnston,2020-09-06,8,4024
Johnston,2020-09-07,14,4038
Johnston,2020-09-08,8,4046
Johnston,2020-09-09,19,4065
Johnston,2020-09-10,24,4089
Johnston,2020-09-11,18,4107
Johnston,2020-09-12,12,4119
Johnston,2020-09-13,14,4133
Johnston,2020-09-14,17,4150
Johnston,2020-09-15,18,4168
Johnston,2020-09-16,30,4198
Johnston,2020-09-17,8,4206
Johnston,2020-09-18,15,4221
Johnston,2020-09-19,15,4236
Johnston,2020-09-20,23,4259
Johnston,2020-09-21,11,4270
Johnston,2020-09-22,12,4282
Johnston,2020-09-23,17,4299
Johnston,2020-09-24,24,4323
Johnston,2020-09-25,21,4344
Johnston,2020-09-26,21,4365
Johnston,2020-09-27,14,4379
Johnston,2020-09-28,14,4393
Johnston,2020-09-29,25,4418
Johnston,2020-09-30,28,4446
Johnston,2020-10-01,45,4491
Johnston,2020-10-02,26,4517
Johnston,2020-10-03,16,4533
Johnston,2020-10-04,20,4553
Johnston,2020-10-05,18,4571
Johnston,2020-10-06,16,4587
Johnston,2020-10-07,27,4614
Johnston,2020-10-08,43,4657
Johnston,2020-10-09,23,4680
Johnston,2020-10-10,14,4694
Johnston,2020-10-11,27,4721
Johnston,2020-10-12,24,4745
Johnston,2020-10-13,40,4785
Johnston,2020-10-14,29,4814
Johnston,2020-10-15,43,4857
Johnston,2020-10-16,30,4887
Johnston,2020-10-17,34,4921
Johnston,2020-10-18,31,4952
Johnston,2020-10-19,17,4969
Johnston,2020-10-20,28,4997
Johnston,2020-10-21,41,5038
Johnston,2020-10-22,76,5114
Johnston,2020-10-23,61,5175
Johnston,2020-10-24,39,5214
Johnston,2020-10-25,23,5237
Johnston,2020-10-26,32,5269
Johnston,2020-10-27,39,5308
Johnston,2020-10-28,55,5363
Johnston,2020-10-29,41,5404
Johnston,2020-10-30,39,5443
Johnston,2020-10-31,27,5470
Johnston,2020-11-01,45,5515
Johnston,2020-11-02,35,5550
Johnston,2020-11-03,20,5570
Johnston,2020-11-04,65,5635
Johnston,2020-11-05,66,5701
Johnston,2020-11-06,29,5730
Johnston,2020-11-07,43,5773
Johnston,2020-11-08,36,5809
Johnston,2020-11-09,33,5842
Johnston,2020-11-10,63,5905
Johnston,2020-11-11,67,5972
Johnston,2020-11-12,53,6025
Johnston,2020-11-13,87,6112
Johnston,2020-11-14,43,6155
Johnston,2020-11-15,47,6202
Johnston,2020-11-16,71,6273
Johnston,2020-11-17,55,6328
Johnston,2020-11-18,81,6409
Johnston,2020-11-19,90,6499
Johnston,2020-11-20,57,6556
Johnston,2020-11-21,46,6602
Johnston,2020-11-22,49,6651
Johnston,2020-11-23,76,6727
Johnston,2020-11-24,67,6794
Johnston,2020-11-25,71,6865
Johnston,2020-11-26,72,6937
Johnston,2020-11-27,47,6984
Johnston,2020-11-28,53,7037
Johnston,2020-11-29,41,7078
Johnston,2020-11-30,72,7150
Johnston,2020-12-01,74,7224
Johnston,2020-12-02,137,7361
Johnston,2020-12-03,99,7460
Johnston,2020-12-04,146,7606
Johnston,2020-12-05,91,7697
Johnston,2020-12-06,71,7768
Johnston,2020-12-07,82,7850
Johnston,2020-12-08,133,7983
Johnston,2020-12-09,143,8126
Johnston,2020-12-10,91,8217
Johnston,2020-12-11,141,8358
Johnston,2020-12-12,104,8462
Johnston,2020-12-13,54,8516
Johnston,2020-12-14,71,8587
Johnston,2020-12-15,64,8651
Jones,2020-04-07,2,2
Jones,2020-04-08,1,3
Jones,2020-04-09,2,5
Jones,2020-04-10,1,6
Jones,2020-04-11,1,7
Jones,2020-04-13,1,8
Jones,2020-04-14,1,9
Jones,2020-04-24,2,11
Jones,2020-04-26,1,12
Jones,2020-04-29,1,13
Jones,2020-04-30,2,15
Jones,2020-05-02,2,17
Jones,2020-05-03,1,18
Jones,2020-05-08,1,19
Jones,2020-05-12,1,20
Jones,2020-05-13,1,21
Jones,2020-05-17,1,22
Jones,2020-05-21,3,25
Jones,2020-06-13,1,26
Jones,2020-06-19,1,27
Jones,2020-06-22,2,29
Jones,2020-06-24,1,30
Jones,2020-06-25,1,31
Jones,2020-06-26,2,33
Jones,2020-06-27,2,35
Jones,2020-07-01,1,36
Jones,2020-07-07,1,37
Jones,2020-07-08,1,38
Jones,2020-07-10,1,39
Jones,2020-07-11,1,40
Jones,2020-07-14,1,41
Jones,2020-07-15,1,42
Jones,2020-07-18,1,43
Jones,2020-07-20,1,44
Jones,2020-07-22,0,44
Jones,2020-07-25,3,47
Jones,2020-07-26,1,48
Jones,2020-07-27,5,53
Jones,2020-07-29,1,54
Jones,2020-07-30,4,58
Jones,2020-07-31,3,61
Jones,2020-08-01,5,66
Jones,2020-08-02,10,76
Jones,2020-08-03,3,79
Jones,2020-08-04,0,79
Jones,2020-08-06,5,84
Jones,2020-08-07,1,85
Jones,2020-08-08,6,91
Jones,2020-08-09,4,95
Jones,2020-08-10,2,97
Jones,2020-08-11,3,100
Jones,2020-08-12,1,101
Jones,2020-08-13,2,103
Jones,2020-08-14,9,112
Jones,2020-08-15,3,115
Jones,2020-08-17,4,119
Jones,2020-08-19,1,120
Jones,2020-08-20,4,124
Jones,2020-08-22,1,125
Jones,2020-08-24,0,125
Jones,2020-08-25,2,127
Jones,2020-08-26,0,127
Jones,2020-08-27,1,128
Jones,2020-08-28,2,130
Jones,2020-09-02,3,133
Jones,2020-09-03,1,134
Jones,2020-09-05,1,135
Jones,2020-09-09,2,137
Jones,2020-09-10,2,139
Jones,2020-09-14,1,140
Jones,2020-09-15,2,142
Jones,2020-09-16,1,143
Jones,2020-09-20,3,146
Jones,2020-09-22,1,147
Jones,2020-09-24,1,148
Jones,2020-09-26,1,149
Jones,2020-09-30,1,150
Jones,2020-10-01,1,151
Jones,2020-10-02,1,152
Jones,2020-10-06,1,153
Jones,2020-10-07,2,155
Jones,2020-10-08,3,158
Jones,2020-10-09,2,160
Jones,2020-10-10,0,160
Jones,2020-10-12,1,161
Jones,2020-10-13,1,162
Jones,2020-10-14,0,162
Jones,2020-10-15,1,163
Jones,2020-10-17,1,164
Jones,2020-10-18,1,165
Jones,2020-10-19,1,166
Jones,2020-10-20,9,175
Jones,2020-10-21,1,176
Jones,2020-10-22,5,181
Jones,2020-10-23,2,183
Jones,2020-10-24,1,184
Jones,2020-10-26,1,185
Jones,2020-10-27,2,187
Jones,2020-10-30,1,188
Jones,2020-10-31,1,189
Jones,2020-11-02,0,189
Jones,2020-11-03,1,190
Jones,2020-11-04,3,193
Jones,2020-11-05,2,195
Jones,2020-11-06,1,196
Jones,2020-11-07,2,198
Jones,2020-11-08,1,199
Jones,2020-11-09,2,201
Jones,2020-11-10,1,202
Jones,2020-11-12,3,205
Jones,2020-11-13,0,205
Jones,2020-11-14,1,206
Jones,2020-11-15,1,207
Jones,2020-11-16,3,210
Jones,2020-11-17,3,213
Jones,2020-11-18,0,213
Jones,2020-11-19,4,217
Jones,2020-11-20,3,220
Jones,2020-11-21,4,224
Jones,2020-11-22,6,230
Jones,2020-11-23,6,236
Jones,2020-11-24,2,238
Jones,2020-11-25,5,243
Jones,2020-11-26,3,246
Jones,2020-11-30,3,249
Jones,2020-12-01,6,255
Jones,2020-12-02,3,258
Jones,2020-12-03,3,261
Jones,2020-12-04,1,262
Jones,2020-12-05,1,263
Jones,2020-12-07,6,269
Jones,2020-12-09,1,270
Jones,2020-12-10,1,271
Jones,2020-12-11,7,278
Jones,2020-12-12,2,280
Jones,2020-12-14,3,283
Jones,2020-12-15,2,285
Lee,2020-03-19,1,1
Lee,2020-03-26,1,2
Lee,2020-03-31,1,3
Lee,2020-04-08,1,4
Lee,2020-04-09,2,6
Lee,2020-04-11,7,13
Lee,2020-04-13,1,14
Lee,2020-04-14,2,16
Lee,2020-04-15,2,18
Lee,2020-04-16,3,21
Lee,2020-04-17,10,31
Lee,2020-04-18,5,36
Lee,2020-04-19,4,40
Lee,2020-04-20,6,46
Lee,2020-04-21,10,56
Lee,2020-04-22,17,73
Lee,2020-04-23,16,89
Lee,2020-04-24,13,102
Lee,2020-04-25,6,108
Lee,2020-04-26,9,117
Lee,2020-04-27,15,132
Lee,2020-04-28,14,146
Lee,2020-04-29,14,160
Lee,2020-04-30,8,168
Lee,2020-05-01,24,192
Lee,2020-05-02,6,198
Lee,2020-05-03,4,202
Lee,2020-05-04,5,207
Lee,2020-05-05,1,208
Lee,2020-05-06,23,231
Lee,2020-05-07,8,239
Lee,2020-05-08,8,247
Lee,2020-05-09,22,269
Lee,2020-05-10,8,277
Lee,2020-05-11,3,280
Lee,2020-05-12,6,286
Lee,2020-05-13,7,293
Lee,2020-05-14,8,301
Lee,2020-05-15,9,310
Lee,2020-05-16,7,317
Lee,2020-05-17,4,321
Lee,2020-05-18,5,326
Lee,2020-05-19,11,337
Lee,2020-05-20,8,345
Lee,2020-05-21,5,350
Lee,2020-05-22,10,360
Lee,2020-05-23,3,363
Lee,2020-05-24,5,368
Lee,2020-05-25,3,371
Lee,2020-05-26,10,381
Lee,2020-05-27,15,396
Lee,2020-05-28,19,415
Lee,2020-05-29,15,430
Lee,2020-05-30,28,458
Lee,2020-05-31,5,463
Lee,2020-06-01,5,468
Lee,2020-06-02,11,479
Lee,2020-06-03,11,490
Lee,2020-06-04,15,505
Lee,2020-06-05,9,514
Lee,2020-06-06,7,521
Lee,2020-06-07,12,533
Lee,2020-06-08,5,538
Lee,2020-06-09,12,550
Lee,2020-06-10,9,559
Lee,2020-06-11,8,567
Lee,2020-06-12,12,579
Lee,2020-06-13,5,584
Lee,2020-06-14,9,593
Lee,2020-06-15,6,599
Lee,2020-06-16,7,606
Lee,2020-06-17,16,622
Lee,2020-06-18,10,632
Lee,2020-06-19,62,694
Lee,2020-06-20,12,706
Lee,2020-06-21,1,707
Lee,2020-06-22,4,711
Lee,2020-06-23,11,722
Lee,2020-06-24,11,733
Lee,2020-06-25,20,753
Lee,2020-06-26,27,780
Lee,2020-06-27,23,803
Lee,2020-06-28,5,808
Lee,2020-06-29,10,818
Lee,2020-06-30,16,834
Lee,2020-07-01,6,840
Lee,2020-07-02,11,851
Lee,2020-07-03,5,856
Lee,2020-07-04,10,866
Lee,2020-07-05,2,868
Lee,2020-07-06,13,881
Lee,2020-07-07,8,889
Lee,2020-07-08,12,901
Lee,2020-07-09,8,909
Lee,2020-07-10,12,921
Lee,2020-07-11,20,941
Lee,2020-07-12,3,944
Lee,2020-07-13,2,946
Lee,2020-07-14,5,951
Lee,2020-07-15,8,959
Lee,2020-07-16,9,968
Lee,2020-07-17,15,983
Lee,2020-07-18,7,990
Lee,2020-07-19,10,1000
Lee,2020-07-20,4,1004
Lee,2020-07-21,9,1013
Lee,2020-07-22,28,1041
Lee,2020-07-23,8,1049
Lee,2020-07-24,7,1056
Lee,2020-07-25,14,1070
Lee,2020-07-26,6,1076
Lee,2020-07-27,23,1099
Lee,2020-07-28,17,1116
Lee,2020-07-29,13,1129
Lee,2020-07-30,35,1164
Lee,2020-07-31,34,1198
Lee,2020-08-01,8,1206
Lee,2020-08-02,13,1219
Lee,2020-08-03,9,1228
Lee,2020-08-04,15,1243
Lee,2020-08-05,13,1256
Lee,2020-08-06,8,1264
Lee,2020-08-07,13,1277
Lee,2020-08-08,8,1285
Lee,2020-08-09,8,1293
Lee,2020-08-10,6,1299
Lee,2020-08-11,2,1301
Lee,2020-08-12,9,1310
Lee,2020-08-13,8,1318
Lee,2020-08-14,10,1328
Lee,2020-08-15,4,1332
Lee,2020-08-16,5,1337
